"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Sarmiento 1700","Congreso",195,"dolares",195000,"venta","departamento",2015-08-20
"Avenida Pedro Goyena 1700","Caballito",50,"dolares",185000,"venta","departamento",2015-08-20
"Callao 1500","Recoleta",93,"dolares",270000,"venta","departamento",2015-08-20
"Blanco Encalada 4600","Villa Urquiza",55,"dolares",115000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 2500","Barrio Norte",38,"dolares",115000,"venta","departamento",2015-08-20
"Figueroa Alcorta Pres. Av. 3600","Palermo Chico - Palermo",250,"dolares",850000,"venta","departamento",2015-08-20
"Tucuman 700","Centro / Microcentro",43,"dolares",98000,"venta","departamento",2015-08-20
"De Los Incas  Av. 5200","Villa Urquiza",33,"dolares",67000,"venta","departamento",2015-08-20
"Ugarteche Entre Cabello Y Cerviño","Palermo",75,"dolares",249000,"venta","departamento",2015-08-20
"Cullen 4800","Villa Urquiza",46,"dolares",112320,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 1º C","Palermo",54,"dolares",148500,"venta","departamento",2015-08-20
"Billinghurst 1700","Palermo",NA,"dolares",240000,"venta","departamento",2015-08-20
"Juncal 1800","Recoleta",195,"dolares",650000,"venta","departamento",2015-08-20
"Arce 400","Palermo",100,"dolares",259000,"venta","departamento",2015-08-20
"Migueletes 600","Palermo",96,"dolares",269000,"venta","departamento",2015-08-20
"Deheza 2900","Saavedra",300,"dolares",650000,"venta","departamento",2015-08-20
"Avenida Callao 2000","Barrio Norte",177,"dolares",439000,"venta","departamento",2015-08-20
"Tronador 1400","Belgrano",182,"dolares",465000,"venta","departamento",2015-08-20
"Beruti 4400","Palermo",47,"dolares",160000,"venta","departamento",2015-08-20
"Juramento 1700","Belgrano",100,"dolares",218000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 1ºa","Palermo",73,"dolares",197800,"venta","departamento",2015-08-20
"Avellaneda 3100","Flores",46,"dolares",59800,"venta","departamento",2015-08-20
"Jerónimo Salguero 3000","Palermo",40,"dolares",128000,"venta","departamento",2015-08-20
"Chivilcoy 300","Floresta",225,"dolares",350000,"venta","departamento",2015-08-20
"Lerma 300","Palermo",70,"dolares",135000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 2º A","Palermo",73,"dolares",198800,"venta","departamento",2015-08-20
"Esmeralda 800","Centro / Microcentro",46,"dolares",98000,"venta","departamento",2015-08-20
"Vidal 2500","Belgrano",77,"dolares",229000,"venta","departamento",2015-08-20
"Vidal 2500","Belgrano",83,"dolares",238000,"venta","departamento",2015-08-20
"Virrey Del Pino 2500","Belgrano",57,"dolares",125000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 3º C","Palermo",54,"dolares",151500,"venta","departamento",2015-08-20
"Av. Triunvirato 2800","Villa Ortuzar",87,"dolares",85000,"venta","departamento",2015-08-20
"Maure 2300","Belgrano",49,"dolares",180000,"venta","departamento",2015-08-20
"Av Triunvirato 4100","Villa Urquiza",55,"dolares",114400,"venta","departamento",2015-08-20
"Av Triunvirato 4100","Villa Urquiza",44,"dolares",89900,"venta","departamento",2015-08-20
"Av Las Heras 2900","Recoleta",104,"dolares",210000,"venta","departamento",2015-08-20
"Avenida Santa Fe 3800","Palermo",84,"dolares",215000,"venta","departamento",2015-08-20
"Combate De Los Pozos 1000","San Cristobal",35,"dolares",69500,"venta","departamento",2015-08-20
"Dean Funes Pº2 Frente 600","Balvanera",36,"dolares",66600,"venta","departamento",2015-08-20
"Dean Funes 600 P3 Fre","Balvanera",36,"dolares",68600,"venta","departamento",2015-08-20
"Combate De Los Pozos 1000","San Cristobal",35,"dolares",68000,"venta","departamento",2015-08-20
"Combate De Los Pozos 1000","San Cristobal",46,"dolares",83000,"venta","departamento",2015-08-20
"Viamonte 2500","Balvanera",55,"dolares",77900,"venta","departamento",2015-08-20
"Av Corrientes 800","San Nicolás",23,"dolares",53000,"venta","departamento",2015-08-20
"Virrey Loreto 2200 (esquina Arcos)","Belgrano",153,"dolares",385000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 5º C","Palermo",54,"dolares",157000,"venta","departamento",2015-08-20
"Bulnes 1400","Palermo Viejo - Palermo",71,"dolares",155000,"venta","departamento",2015-08-20
"Av Triunvirato 4100","Villa Urquiza",82,"dolares",119980,"venta","departamento",2015-08-20
"Luis María Drago 300","Villa Crespo",61,"dolares",119800,"venta","departamento",2015-08-20
"Ibera 2800","Nuñez",112,"dolares",207660,"venta","departamento",2015-08-20
"José Bonifacio 400","Caballito",121,"dolares",270000,"venta","departamento",2015-08-20
"Lucio Mansilla 2400","Barrio Norte",108,"dolares",210000,"venta","departamento",2015-08-20
"Ortega Y Gasset 1900 (baez)","Las Cañitas",55,"dolares",160000,"venta","departamento",2015-08-20
"Ibera 2800","Nuñez",34,"dolares",68817,"venta","departamento",2015-08-20
"Monroe 3100","Belgrano",37,"dolares",86900,"venta","departamento",2015-08-20
"Avenida Cobo 500","Boedo",40,"dolares",65000,"venta","departamento",2015-08-20
"Juan B. Justo 2700","Villa Crespo",313,"dolares",249000,"venta","departamento",2015-08-20
"Corrientes, Avda. 2000","Once",55,"dolares",74000,"venta","departamento",2015-08-20
"Yerbal 700","Caballito",38,"dolares",63500,"venta","departamento",2015-08-20
"Gascon 500","Almagro",90,"dolares",173500,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 6º B","Barrio Norte",39,"dolares",120000,"venta","departamento",2015-08-20
"Paysandu 400","Caballito",NA,"dolares",101000,"venta","departamento",2015-08-20
"Alberti 200","Balvanera",37,"dolares",63000,"venta","departamento",2015-08-20
"Parana 400","Centro / Microcentro",38,"dolares",75000,"venta","departamento",2015-08-20
"Defensa 1400","San Telmo",37,"dolares",70200,"venta","departamento",2015-08-20
"Arenales 1700","Barrio Norte",30,"dolares",112000,"venta","departamento",2015-08-20
"Billinghurst 2400","Barrio Norte",45,"dolares",150000,"venta","departamento",2015-08-20
"Avenida Alvear 1700","Recoleta",116,"dolares",450000,"venta","departamento",2015-08-20
"Defensa 1400","San Telmo",37,"dolares",71000,"venta","departamento",2015-08-20
"Soldado De La Independencia 1000","Las Cañitas",34,"dolares",120000,"venta","departamento",2015-08-20
"Libertador Y Manzanares","Nuñez",34,"dolares",116000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 6ºc","Barrio Norte",54,"dolares",159800,"venta","departamento",2015-08-20
"Nicaragua 6000","Palermo",166,"dolares",180000,"venta","departamento",2015-08-20
"Castex 3300","Palermo",20,"dolares",79000,"venta","departamento",2015-08-20
"Freire 2400","Belgrano",61,"dolares",155000,"venta","departamento",2015-08-20
"Dorrego 900","Palermo Hollywood - Palermo",50,"dolares",130000,"venta","departamento",2015-08-20
"General Ramón Freire 2400","Belgrano",61,"dolares",148000,"venta","departamento",2015-08-20
"Echeverria 1300","Belgrano",221,"dolares",610000,"venta","departamento",2015-08-20
"Aguilar 2500","Belgrano",66,"dolares",160000,"venta","departamento",2015-08-20
"Cordoba 1200","Tribunales",35,"dolares",89000,"venta","departamento",2015-08-20
"Ciudad De La Paz 2300","Nuñez",28,"dolares",69500,"venta","departamento",2015-08-20
"Bonifacio Jose 600","Caballito",51,"dolares",119000,"venta","departamento",2015-08-20
"Montañeses 2600","Belgrano",166,"dolares",340000,"venta","departamento",2015-08-20
"3 De Febrero 2700","Belgrano",41,"dolares",120000,"venta","departamento",2015-08-20
"Franklin Roosevelt 1700","Belgrano",91,"dolares",230000,"venta","departamento",2015-08-20
"Charcas 3600","Palermo",64,"dolares",190000,"venta","departamento",2015-08-20
"Junin 1500","Recoleta",84,"dolares",225000,"venta","departamento",2015-08-20
"Basavilbaso 1300","Retiro",55,"dolares",165000,"venta","departamento",2015-08-20
"Marcelo T De Alvear 1600","Barrio Norte",36,"dolares",80000,"venta","departamento",2015-08-20
"Ayacucho 800","Recoleta",37,"dolares",88000,"venta","departamento",2015-08-20
"Avenida Del Libertador 5000","Palermo",130,"dolares",368000,"venta","departamento",2015-08-20
"Anasagasti 2000","Barrio Norte",160,"dolares",308000,"venta","departamento",2015-08-20
"Juncal 700","Barrio Norte",372,"dolares",1200000,"venta","departamento",2015-08-20
"Avenida Pueyrredón 1100","Barrio Norte",370,"dolares",349000,"venta","departamento",2015-08-20
"Achega 3500","Villa Urquiza",79,"dolares",147000,"venta","departamento",2015-08-20
"Esmeralda 1300","Barrio Norte",160,"dolares",493000,"venta","departamento",2015-08-20
"Aráoz 2800","Palermo",155,"dolares",419000,"venta","departamento",2015-08-20
"Republica Arabe Siria 3000","Palermo",280,"dolares",1350000,"venta","departamento",2015-08-20
"Jufre 100","Villa Crespo",45,"dolares",102000,"venta","departamento",2015-08-20
"Avellaneda 500","Caballito",63,"dolares",140000,"venta","departamento",2015-08-20
"Republica Arabe Siria 3000","Palermo Chico - Palermo",280,"dolares",1400000,"venta","departamento",2015-08-20
"Mexico 2600","San Cristobal",57,"dolares",109000,"venta","departamento",2015-08-20
"Mexico 2600","San Cristobal",67,"dolares",130000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",250,"dolares",1350000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",250,"dolares",1500000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",250,"dolares",1450000,"venta","departamento",2015-08-20
"Republica Arabe Siria 3000","Palermo Viejo - Palermo",211,"dolares",900000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",310,"dolares",3350000,"venta","departamento",2015-08-20
"Julieta Lanteri 1300","Puerto Madero",286,"dolares",2000000,"venta","departamento",2015-08-20
"Julieta Lanteri 1300","Puerto Madero",286,"dolares",2100000,"venta","departamento",2015-08-20
"Marta Lynch 500","Puerto Madero",212,"dolares",950000,"venta","departamento",2015-08-20
"Marta Lynch 500","Puerto Madero",209,"dolares",950000,"venta","departamento",2015-08-20
"Boulevard Azucena Villaflor 600","Puerto Madero",540,"dolares",2300000,"venta","departamento",2015-08-20
"Julieta Lanteri 1300","Puerto Madero",275,"dolares",2100000,"venta","departamento",2015-08-20
"Arribeños 1500","Las Cañitas",300,"dolares",1250000,"venta","departamento",2015-08-20
"Boulevard Azucena Villaflor 600","Puerto Madero",540,"dolares",2200000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",424,"dolares",3350000,"venta","departamento",2015-08-20
"Villanueva 1000","Belgrano",100,"dolares",375000,"venta","departamento",2015-08-20
"Av. Montes De Oca 1000","Barracas",100,"dolares",210000,"venta","departamento",2015-08-20
"Melián 2500","Villa Urquiza",102,"dolares",203500,"venta","departamento",2015-08-20
"Melián 2500","Villa Urquiza",67,"dolares",133600,"venta","departamento",2015-08-20
"Melián 2500","Villa Urquiza",95,"dolares",191100,"venta","departamento",2015-08-20
"Melián 2500","Villa Urquiza",54,"dolares",107500,"venta","departamento",2015-08-20
"Melián 2500","Villa Urquiza",40,"dolares",74300,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",310,"dolares",2100000,"venta","departamento",2015-08-20
"Gelly 3000","Palermo",217,"dolares",1200000,"venta","departamento",2015-08-20
"Gelly 3000","Palermo",217,"dolares",1250000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Belgrano",224,"dolares",1140000,"venta","departamento",2015-08-20
"Marta Lynch 400","Puerto Madero",150,"dolares",950000,"venta","departamento",2015-08-20
"Juana Manso 1100","Puerto Madero",217,"dolares",1500000,"venta","departamento",2015-08-20
"República Arabe Siria 3000","Palermo Chico - Palermo",132,"dolares",550000,"venta","departamento",2015-08-20
"Julieta Lanteri 1300","Puerto Madero",178,"dolares",1300000,"venta","departamento",2015-08-20
"Azucena Villaflr 600","Puerto Madero",200,"dolares",1250000,"venta","departamento",2015-08-20
"Marta Salotti 500","Puerto Madero",177,"dolares",950000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",249,"dolares",1500000,"venta","departamento",2015-08-20
"Republica Arabe Siria 3000","Palermo Chico - Palermo",130,"dolares",570000,"venta","departamento",2015-08-20
"Ramsay 2000","Belgrano",249,"dolares",1320000,"venta","departamento",2015-08-20
"Ramsay 1800","Belgrano",235,"dolares",1200000,"venta","departamento",2015-08-20
"Tucumán  1950","Balvanera",80,"dolares",130000,"venta","departamento",2015-08-20
"Av Libertador 8000","Nuñez",184,"dolares",790000,"venta","departamento",2015-08-20
"Av. Del Libertador 4400","Belgrano",398,"dolares",1990000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Belgrano",293,"dolares",1400000,"venta","departamento",2015-08-20
"Uspallata 2100","Parque Patricios",55,"pesos",450000,"venta","departamento",2015-08-20
"Ramsay 2000","Nuñez",224,"dolares",1200000,"venta","departamento",2015-08-20
"Cramer 2700","Belgrano",43,"dolares",109000,"venta","departamento",2015-08-20
"Soldado De La Independencia 600","Las Cañitas",165,"dolares",930000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Nuñez",296,"dolares",1400000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Belgrano",286,"dolares",1250000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Nuñez",218,"dolares",995000,"venta","departamento",2015-08-20
"Conde 3200","Coghlan",121,"dolares",292200,"venta","departamento",2015-08-20
"Hipólito Irigoyen 3300","Almagro",52,"dolares",89000,"venta","departamento",2015-08-20
"Conde 3200","Coghlan",240,"dolares",378700,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Belgrano",218,"dolares",955000,"venta","departamento",2015-08-20
"Av. Libertador 2400","Palermo",245,"dolares",1250000,"venta","departamento",2015-08-20
"Cerviño 4500","Palermo Chico - Palermo",250,"dolares",1100000,"venta","departamento",2015-08-20
"Julieta Lanteri 1200","Puerto Madero",237,"dolares",1250000,"venta","departamento",2015-08-20
"Guatemala 4700","Palermo",138,"dolares",640000,"venta","departamento",2015-08-20
"Guatemala 4700","Palermo",218,"dolares",590000,"venta","departamento",2015-08-20
"Marta Lynch 300","Puerto Madero",200,"dolares",1000000,"venta","departamento",2015-08-20
"Guatemala 4500","Palermo",200,"dolares",680000,"venta","departamento",2015-08-20
"Honduras 6000","Colegiales",66,"dolares",165000,"venta","departamento",2015-08-20
"Paraguay 4000","Palermo",150,"dolares",550000,"venta","departamento",2015-08-20
"Jeronimo Salgero 2400","Palermo",124,"dolares",790000,"venta","departamento",2015-08-20
"Jeronim Salgero 3000","Recoleta",165,"dolares",750000,"venta","departamento",2015-08-20
"J.b.justo 1100","Palermo Hollywood - Palermo",140,"dolares",550000,"venta","departamento",2015-08-20
"Libertador 10000","Palermo",197,"dolares",950000,"venta","departamento",2015-08-20
"Humboldt 2000","Palermo Soho - Palermo",228,"dolares",1600000,"venta","departamento",2015-08-20
"Thames 2100","Palermo",174,"dolares",629000,"venta","departamento",2015-08-20
"Libertador 4800","Belgrano",600,"dolares",1200000,"venta","departamento",2015-08-20
"Av. Figueroa Alcorta 3500","Palermo",213,"dolares",2200000,"venta","departamento",2015-08-20
"Av. Figueroa Alcorta 3500","Palermo Chico - Palermo",213,"dolares",2400000,"venta","departamento",2015-08-20
"Av. Figueroa Alcorta 3500","Palermo Chico - Palermo",270,"dolares",2500000,"venta","departamento",2015-08-20
"Godoy Cruz 3000","Palermo",145,"dolares",630000,"venta","departamento",2015-08-20
"Av. Libertador 2400","Palermo",245,"dolares",1220000,"venta","departamento",2015-08-20
"Av. Del Libertador 7000","Nuñez",224,"dolares",955000,"venta","departamento",2015-08-20
"Av. Juan B. Justo 1100","Palermo Hollywood - Palermo",160,"dolares",900000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 7º A","Palermo",73,"dolares",215900,"venta","departamento",2015-08-20
"Avenida Cerviño 3900","Palermo",125,"dolares",250000,"venta","departamento",2015-08-20
"Baigorria 3700","Villa del Parque",70,"dolares",110000,"venta","departamento",2015-08-20
"Valle 500","Caballito",126,"dolares",320000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 8º A","Palermo",73,"dolares",218000,"venta","departamento",2015-08-20
"Virrey Olaguer Y Feliú 2700","Belgrano",59,"dolares",138000,"venta","departamento",2015-08-20
"Paraguay 600","Retiro",45,"dolares",86000,"venta","departamento",2015-08-20
"Av. Callao 1700","Recoleta",265,"dolares",740000,"venta","departamento",2015-08-20
"Sarmiento 2100","Barrio Norte",137,"dolares",215000,"venta","departamento",2015-08-20
"Salguero 3000","Palermo Chico - Palermo",165,"dolares",420000,"venta","departamento",2015-08-20
"Av Libertador 5700","Belgrano",60,"dolares",192500,"venta","departamento",2015-08-20
"Av Libertador 5700","Belgrano",35,"dolares",105000,"venta","departamento",2015-08-20
"Franklin Roosevelt 2300","Belgrano",78,"dolares",135000,"venta","departamento",2015-08-20
"Husares 2200","Belgrano",70,"dolares",240000,"venta","departamento",2015-08-20
"Formosa 200","Caballito",NA,"dolares",380000,"venta","departamento",2015-08-20
"Avenida Asamblea 1000","Parque Chacabuco",142,"dolares",250000,"venta","departamento",2015-08-20
"Terrero 300","Flores",58,"dolares",125000,"venta","departamento",2015-08-20
"Varela 300","Flores",61,"dolares",83000,"venta","departamento",2015-08-20
"Sarmiento 1700","Congreso",22,"dolares",45000,"venta","departamento",2015-08-20
"Carlos Calvo 2800","Boedo",52,"dolares",100000,"venta","departamento",2015-08-20
"Marcelo T De Alvear 1300","Barrio Norte",220,"dolares",400000,"venta","departamento",2015-08-20
"Coronel Ramón Falcón 2800","Flores",91,"dolares",120000,"venta","departamento",2015-08-20
"Esmeralda 700","Centro / Microcentro",93,"dolares",159000,"venta","departamento",2015-08-20
"Jose Maria Moreno 300","Caballito",25,"dolares",61500,"venta","departamento",2015-08-20
"Avenida Doctor Honorio Pueyrredón 1600","Caballito",101,"dolares",148000,"venta","departamento",2015-08-20
"Avenida Avellaneda 1100","Caballito",60,"dolares",108000,"venta","departamento",2015-08-20
"Fragata Pte. Sarmiento 400","Caballito",79,"dolares",155000,"venta","departamento",2015-08-20
"Zapiola 2300","Belgrano",40,"dolares",95500,"venta","departamento",2015-08-20
"Libertad 1300","Recoleta",79,"dolares",290000,"venta","departamento",2015-08-20
"Eduardo Holmberg 2400","Villa Urquiza",NA,"dolares",85000,"venta","departamento",2015-08-20
"Uriburu 1000","Barrio Norte",25,"dolares",58900,"venta","departamento",2015-08-20
"Galileo 2400","Barrio Norte",NA,"dolares",1600000,"venta","departamento",2015-08-20
"Bacacay 2700","Flores",60,"dolares",92900,"venta","departamento",2015-08-20
"Doctor Luis Pasteur 0","Once",135,"dolares",175000,"venta","departamento",2015-08-20
"Vicente Lopez 1900","Recoleta",87,"dolares",220000,"venta","departamento",2015-08-20
"Añasco 2500","Paternal",33,"dolares",66000,"venta","departamento",2015-08-20
"Cucha Cucha 1500","Villa Crespo",43,"dolares",70913,"venta","departamento",2015-08-20
"Azcuenaga 1700","Recoleta",150,"dolares",225000,"venta","departamento",2015-08-20
"Amenabar 400","Colegiales",37,"dolares",85000,"venta","departamento",2015-08-20
"Ibera 5500","Villa Urquiza",67,"dolares",134000,"venta","departamento",2015-08-20
"Fragata Presidente Sarmiento 2000","Paternal",121,"dolares",149000,"venta","departamento",2015-08-20
"Libertaddor 2400","Palermo Chico - Palermo",273,"dolares",1700000,"venta","departamento",2015-08-20
"Jose Maria Moreno 600","Caballito",230,"dolares",310000,"venta","departamento",2015-08-20
"Segui 1900","Paternal",127,"dolares",135000,"venta","departamento",2015-08-20
"Avenida Corrientes 6300","Villa Crespo",40,"dolares",73000,"venta","departamento",2015-08-20
"La Pampa 2200","Belgrano",60,"dolares",138000,"venta","departamento",2015-08-20
"Zapiola 500","Colegiales",53,"dolares",99000,"venta","departamento",2015-08-20
"San Blas 2300","Paternal",50,"dolares",84000,"venta","departamento",2015-08-20
"Amenabar 400","Colegiales",43,"dolares",98000,"venta","departamento",2015-08-20
"Ecuador 1500","Recoleta",97,"dolares",235000,"venta","departamento",2015-08-20
"Amenabar 400","Colegiales",43,"dolares",125000,"venta","departamento",2015-08-20
"Tte. Gral Juan Domingo Peron 2000","Congreso",44,"dolares",84000,"venta","departamento",2015-08-20
"Zabala 2400","Belgrano",88,"dolares",158000,"venta","departamento",2015-08-20
"Soler 3200","Recoleta",117,"dolares",329000,"venta","departamento",2015-08-20
"Rojas 1300","Villa Crespo",65,"dolares",110000,"venta","departamento",2015-08-20
"Nicasio Oroño 2100","Paternal",86,"dolares",130000,"venta","departamento",2015-08-20
"Nahuel Huapi 4900","Villa Urquiza",45,"dolares",129000,"venta","departamento",2015-08-20
"Avenida San Martín 1600","Villa Crespo",30,"dolares",68000,"venta","departamento",2015-08-20
"Elmidio Salvigny 1700","Parque Chacabuco",52,"dolares",39900,"venta","departamento",2015-08-20
"Cabildo, Av. 2900","Belgrano",106,"dolares",185000,"venta","departamento",2015-08-20
"Av. Libertador 7700","Nuñez",43,"dolares",166000,"venta","departamento",2015-08-20
"Cucha Cucha 1500","Villa Crespo",54,"dolares",97055,"venta","departamento",2015-08-20
"Ceretti 2100","Villa Pueyrredón",45,"dolares",93900,"venta","departamento",2015-08-20
"Carlos Calvo 600","San Telmo",50,"dolares",76000,"venta","departamento",2015-08-20
"Valdenegro 3000","Villa Urquiza",49,"dolares",97000,"venta","departamento",2015-08-20
"Venezuela 4100","Almagro",91,"dolares",189000,"venta","departamento",2015-08-20
"Padilla 700","Villa Crespo",76,"dolares",105000,"venta","departamento",2015-08-20
"Cochabamba 400","San Telmo",176,"dolares",210000,"venta","departamento",2015-08-20
"24 De Noviembre 400","Balvanera",NA,"dolares",55000,"venta","departamento",2015-08-20
"24 De Noviembre 400","Balvanera",NA,"dolares",95000,"venta","departamento",2015-08-20
"24 De Noviembre 400","Balvanera",NA,"dolares",74000,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",856500,"venta","departamento",2015-08-20
"Castro, R. B. 900","Boedo",NA,"pesos",1576200,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",904800,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1306500,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",862300,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",915900,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",634000,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1011500,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",659500,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1296500,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1570600,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1627900,"venta","departamento",2015-08-20
"Castro, R. B. 900","Boedo",NA,"pesos",1621600,"venta","departamento",2015-08-20
"Castro, R. B. 1100","Boedo",NA,"pesos",1382200,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1441600,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1387500,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1173600,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1448700,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1525000,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1232300,"venta","departamento",2015-08-20
"Gaona 4100","Floresta",NA,"pesos",1943300,"venta","departamento",2015-08-20
"Montañeses 1900","Belgrano",NA,"dolares",125000,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",2623000,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",877200,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1633600,"venta","departamento",2015-08-20
"Urquiza 0","Once",290,"dolares",499999,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",909100,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",1547800,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",1582300,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",857200,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1067200,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",904000,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1609100,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",1598300,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",1518900,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1496800,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",823000,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1459400,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",NA,"pesos",1620200,"venta","departamento",2015-08-20
"San Juan 4200","Boedo",NA,"pesos",1534200,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1151600,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1155600,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1112800,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",988200,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1266900,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1128300,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",980500,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1019300,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1136100,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",972700,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1011600,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1151700,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1143900,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1120000,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",996100,"venta","departamento",2015-08-20
"Patricos, Av. 200","Barracas",NA,"pesos",1003800,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",795600,"venta","departamento",2015-08-20
"Av. Estado De Israel 4300","Almagro",180,"dolares",299000,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",838000,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",764400,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",819000,"venta","departamento",2015-08-20
"Gurruchaga 2400","Palermo",NA,"dolares",97600,"venta","departamento",2015-08-20
"Gurruchaga 2400","Palermo",NA,"dolares",176900,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",766700,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",780500,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",835400,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",798000,"venta","departamento",2015-08-20
"Gurruchaga 2400","Palermo",NA,"dolares",158300,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",821600,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",1219200,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",802700,"venta","departamento",2015-08-20
