"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Gurruchaga 2400","Palermo",NA,"dolares",103600,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",778100,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",743200,"venta","departamento",2015-08-20
"Entre Rios 1200","Balvanera",NA,"pesos",805000,"venta","departamento",2015-08-20
"Colombres 900","Boedo",NA,"dolares",70000,"venta","departamento",2015-08-20
"Colombres 900","Boedo",NA,"dolares",74900,"venta","departamento",2015-08-20
"Colombres 900","Boedo",NA,"dolares",98700,"venta","departamento",2015-08-20
"Colombres 900","Boedo",NA,"dolares",121800,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",840900,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",1031500,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",937000,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",819600,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",786400,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",1083000,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",892400,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",858500,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",823900,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",NA,"pesos",1134600,"venta","departamento",2015-08-20
"Avenida Corrientes 3500","Almagro",55,"dolares",109999,"venta","departamento",2015-08-20
"Avenida Corrientes 3500","Almagro",60,"dolares",111999,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 9º A","Palermo",73,"dolares",221000,"venta","departamento",2015-08-20
"José Antonio Cabrera 3200","Barrio Norte",79,"dolares",195000,"venta","departamento",2015-08-20
"Larrea 1000","Barrio Norte",155,"dolares",340000,"venta","departamento",2015-08-20
"Tunez 2500","Belgrano",NA,"dolares",140335,"venta","departamento",2015-08-20
"Tunez 2500","Nuñez",NA,"dolares",188300,"venta","departamento",2015-08-20
"Tunez 2500","Nuñez",NA,"dolares",152600,"venta","departamento",2015-08-20
"Jean Jaures 800","Balvanera",60,"dolares",120000,"venta","departamento",2015-08-20
"Av. Pueyrredon 300","Once",86,"dolares",138000,"venta","departamento",2015-08-20
"San Luis 2400","Barrio Norte",80,"dolares",165000,"venta","departamento",2015-08-20
"Guaminí 2300","Mataderos",44,"dolares",80000,"venta","departamento",2015-08-20
"Guaminí 2300","Mataderos",44,"dolares",85000,"venta","departamento",2015-08-20
"Guaminí 2300","Mataderos",38,"dolares",75000,"venta","departamento",2015-08-20
"Guaminí 2300","Mataderos",38,"dolares",85000,"venta","departamento",2015-08-20
"Guaminí 2300","Mataderos",65,"dolares",110000,"venta","departamento",2015-08-20
"Costa Rica 3900","Palermo",37,"dolares",79500,"venta","departamento",2015-08-20
"Julian Alvarez 200","Villa Crespo",47,"dolares",84900,"venta","departamento",2015-08-20
"Entre Rios 1200","San Cristobal",33,"dolares",73000,"venta","departamento",2015-08-20
"Pavon 1200","Constitución",35,"dolares",50000,"venta","departamento",2015-08-20
"Virrey Arredondo Y Amenabar","Belgrano",54,"dolares",125000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1183 9º C","Palermo",54,"dolares",162800,"venta","departamento",2015-08-20
"Avenida San Juan 2200","San Cristobal",97,"dolares",140000,"venta","departamento",2015-08-20
"Humberto I 1900","San Cristobal",200,"dolares",210000,"venta","departamento",2015-08-20
"Vidal 2400","Belgrano",35,"dolares",75000,"venta","departamento",2015-08-20
"Costa Rica 3900","Palermo",NA,"dolares",129000,"venta","departamento",2015-08-20
"Piedras 400","San Telmo",38,"dolares",75000,"venta","departamento",2015-08-20
"Cochabamba 500","San Telmo",203,"dolares",110000,"venta","departamento",2015-08-20
"Mexico 2000","San Cristobal",120,"dolares",120000,"venta","departamento",2015-08-20
"Pavon 1300","Constitución",73,"dolares",78000,"venta","departamento",2015-08-20
"Av. San Juan 2000","San Cristobal",360,"dolares",240000,"venta","departamento",2015-08-20
"Neuquen 2500","Flores",70,"dolares",119000,"venta","departamento",2015-08-20
"Avenida Federico Lacroze 1800","Belgrano",70,"dolares",145000,"venta","departamento",2015-08-20
"Quintana 400","Recoleta",82,"dolares",320000,"venta","departamento",2015-08-20
"Zapiola 2100","Belgrano",72,"dolares",190000,"venta","departamento",2015-08-20
"Carlos Gardel 3100","Abasto",35,"dolares",60000,"venta","departamento",2015-08-20
"Tunez 2500","Nuñez",NA,"dolares",87000,"venta","departamento",2015-08-20
"Tunez 2500","Nuñez",NA,"dolares",162600,"venta","departamento",2015-08-20
"Tunez 2500","Belgrano",NA,"dolares",188290,"venta","departamento",2015-08-20
"Sanchez De Bustamante 2100","Barrio Norte",90,"dolares",250000,"venta","departamento",2015-08-20
"Paraguay 3000","Barrio Norte",67,"dolares",170000,"venta","departamento",2015-08-20
"Av Congreso 4700","Villa Urquiza",80,"pesos",2021853,"venta","departamento",2015-08-20
"Montañeses 2700","Nuñez",121,"dolares",269000,"venta","departamento",2015-08-20
"Matheu 900","San Cristobal",25,"dolares",18500,"venta","departamento",2015-08-20
"Olleros 3000","Colegiales",31,"dolares",75000,"venta","departamento",2015-08-20
"Republica De La India 3000","Palermo",65,"dolares",250000,"venta","departamento",2015-08-20
"Jerónimo Salguero 2400","Palermo",NA,"dolares",550000,"venta","departamento",2015-08-20
"Salguero 3000","Palermo Chico - Palermo",84,"dolares",290000,"venta","departamento",2015-08-20
"Lafinur 3000","Palermo Chico - Palermo",210,"dolares",840000,"venta","departamento",2015-08-20
"Avenida Avellaneda 1900","Flores",147,"dolares",400000,"venta","departamento",2015-08-20
"Avenida Avellaneda 2500","Flores",185,"dolares",510000,"venta","departamento",2015-08-20
"Larrea 600","Once",72,"dolares",110000,"venta","departamento",2015-08-20
"Lavalle 2600","Once",100,"dolares",158000,"venta","departamento",2015-08-20
"Gurruchaga 2400","Palermo",25,"dolares",84000,"venta","departamento",2015-08-20
"Av San Juan 4200","Boedo",37,"pesos",1212000,"venta","departamento",2015-08-20
"Av Olazabal 4800","Villa Urquiza",45,"dolares",83000,"venta","departamento",2015-08-20
"Juan Ramirez De Velasco 0","Villa Crespo",NA,"dolares",113000,"venta","departamento",2015-08-20
"Colombres 900","Boedo",30,"dolares",64000,"venta","departamento",2015-08-20
"Regimiento De Patricios 200","Barracas",48,"pesos",1311000,"venta","departamento",2015-08-20
"Av. Entre Rios 1200","Boedo",34,"pesos",1050000,"venta","departamento",2015-08-20
"Castro 900","Boedo",35,"pesos",2082000,"venta","departamento",2015-08-20
"Castro 1100","Boedo",32,"pesos",1481000,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",40,"pesos",1249000,"venta","departamento",2015-08-20
"Behring 2500","Parque Chas",36,"dolares",90000,"venta","departamento",2015-08-20
"Av. San Juan 3700","Boedo",43,"dolares",125000,"venta","departamento",2015-08-20
"Av. San Juan 2800","San Cristobal",72,"pesos",2184000,"venta","departamento",2015-08-20
"Lautaro 100","Flores",180,"dolares",299000,"venta","departamento",2015-08-20
"Luis Saenz Peña 1200","Balvanera",59,"dolares",105000,"venta","departamento",2015-08-20
"Alberti 1600","San Cristobal",75,"dolares",109000,"venta","departamento",2015-08-20
"Av. San Juan 2800","San Cristobal",53,"pesos",1407000,"venta","departamento",2015-08-20
"Av. San Martin 1900","Villa Crespo",37,"dolares",81400,"venta","departamento",2015-08-20
"Doblas 500","Caballito",105,"dolares",199000,"venta","departamento",2015-08-20
"Av. San Juan 2200","San Cristobal",42,"dolares",97200,"venta","departamento",2015-08-20
"Av. Independencia 1900","San Cristobal",22,"pesos",467100,"venta","departamento",2015-08-20
"Tnte Gral Peron 4300","Almagro",91,"dolares",147500,"venta","departamento",2015-08-20
"Ciudad De La Paz 400","Colegiales",NA,"dolares",119000,"venta","departamento",2015-08-20
"Aguilar 2800","Coghlan",36,"dolares",75000,"venta","departamento",2015-08-20
"Zapiola 4578 P.B C","Saavedra",100,"dolares",128172,"venta","departamento",2015-08-20
"Zapiola 4578 4 C","Saavedra",56,"dolares",96361,"venta","departamento",2015-08-20
"C.gardel 3100","Abasto",38,"dolares",70000,"venta","departamento",2015-08-20
"Olazabal 4800","Villa Urquiza",70,"dolares",165000,"venta","departamento",2015-08-20
"Av. San Juan 2200","San Cristobal",34,"dolares",58700,"venta","departamento",2015-08-20
"Av. San Juan 2800","San Cristobal",84,"pesos",2333000,"venta","departamento",2015-08-20
"Av. San Juan 2200","San Cristobal",31,"dolares",52500,"venta","departamento",2015-08-20
"Azucena Villaflor 550","Puerto Madero",85,"dolares",470000,"venta","departamento",2015-08-20
"Olavarria 700","Boca",NA,"dolares",115000,"venta","departamento",2015-08-20
"Peron 3600","Almagro",58,"dolares",115900,"venta","departamento",2015-08-20
"Avenida Presidente Manuel Quintana 200","Recoleta",340,"dolares",1050000,"venta","departamento",2015-08-20
"Sarmiento 1800","Congreso",51,"dolares",87000,"venta","departamento",2015-08-20
"Gral. Jose Gervasio Artigas 2800","Villa del Parque",45,"dolares",119000,"venta","departamento",2015-08-20
"Avenida San Juan 4200","Boedo",115,"dolares",210000,"venta","departamento",2015-08-20
"Avenida San Juan 4200","Boedo",58,"pesos",2415800,"venta","departamento",2015-08-20
"Avenida San Juan 4200","Boedo",38,"pesos",1428900,"venta","departamento",2015-08-20
"Avenida Regimiento De Patricios 200","Barracas",102,"pesos",3400000,"venta","departamento",2015-08-20
"Avenida Regimiento De Patricios 200","Barracas",54,"pesos",1980000,"venta","departamento",2015-08-20
"Avenida Regimiento De Patricios 200","Barracas",54,"pesos",1850000,"venta","departamento",2015-08-20
"Avenida Regimiento De Patricios 200","Barracas",54,"pesos",1700000,"venta","departamento",2015-08-20
"Avenida Regimiento De Patricios 200","Barracas",49,"pesos",1311000,"venta","departamento",2015-08-20
"Castro 900","Boedo",72,"pesos",2082800,"venta","departamento",2015-08-20
"Pichincha 1200","San Cristobal",46,"dolares",89900,"venta","departamento",2015-08-20
"Avenida Entre Ríos 500","Congreso",187,"dolares",290000,"venta","departamento",2015-08-20
"Avenida San Juan 2200","San Cristobal",50,"dolares",94900,"venta","departamento",2015-08-20
"Pichincha 1200","San Cristobal",56,"dolares",107900,"venta","departamento",2015-08-20
"Avenida San Juan 2200","San Cristobal",65,"dolares",126900,"venta","departamento",2015-08-20
"Av. San Juan 2300","Boedo",38,"pesos",1208000,"venta","departamento",2015-08-20
"Av. San Juan 2300","Boedo",52,"pesos",1740000,"venta","departamento",2015-08-20
"Av. San Juan 2300","Boedo",21,"pesos",805000,"venta","departamento",2015-08-20
"Castro 1100","Boedo",25,"pesos",912000,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",32,"pesos",1346000,"venta","departamento",2015-08-20
"Avenida San Juan 4200","Boedo",58,"pesos",1996200,"venta","departamento",2015-08-20
"Avenida Entre Ríos 1200","San Cristobal",34,"pesos",1081500,"venta","departamento",2015-08-20
"Migueletes 2300","Belgrano",64,"dolares",100000,"venta","departamento",2015-08-20
"Avenida Boedo 600","Boedo",116,"dolares",164900,"venta","departamento",2015-08-20
"Santo Domingo 3200","Barracas",NA,"dolares",90000,"venta","departamento",2015-08-20
"Arenales 2200","Barrio Norte",NA,"dolares",320000,"venta","departamento",2015-08-20
"Marcos Paz 2000","Monte Castro",60,"dolares",109000,"venta","departamento",2015-08-20
"Avenida Pueyrredón 200","Once",110,"dolares",159000,"venta","departamento",2015-08-20
"Bartolome Mitre 2600","Balvanera",95,"dolares",130000,"venta","departamento",2015-08-20
"Avenida Corrientes 5300","Villa Crespo",97,"dolares",189900,"venta","departamento",2015-08-20
"Olazabal 4500","Villa Urquiza",53,"dolares",135000,"venta","departamento",2015-08-20
"Padilla 700","Villa Crespo",42,"dolares",91000,"venta","departamento",2015-08-20
"Congreso 2100","Belgrano",47,"dolares",125000,"venta","departamento",2015-08-20
"Juana Manso 1600","Puerto Madero",90,"dolares",380000,"venta","departamento",2015-08-20
"Cordoba, Avda. 4400","Palermo",45,"dolares",98000,"venta","departamento",2015-08-20
"Alcaraz 4900","Monte Castro",56,"dolares",102000,"venta","departamento",2015-08-20
"Nazca 1700","Villa del Parque",46,"dolares",110000,"venta","departamento",2015-08-20
"Avenida General Las Heras 4000","Palermo",100,"dolares",295000,"venta","departamento",2015-08-20
"Ayacucho 1100","Recoleta",140,"dolares",395000,"venta","departamento",2015-08-20
"Sanchez De Loria 1000","Boedo",NA,"dolares",190000,"venta","departamento",2015-08-20
"Marcelo T De Alvear 1300","Recoleta",148,"dolares",345000,"venta","departamento",2015-08-20
"Larrea 700","Balvanera",160,"dolares",230000,"venta","departamento",2015-08-20
"S. Ortiz 1200","Palermo Soho - Palermo",42,"dolares",85000,"venta","departamento",2015-08-20
"Luis Maria Drago 300","Villa Crespo",45,"dolares",85000,"venta","departamento",2015-08-20
"Av Rivadavia 5800","Caballito",76,"dolares",155000,"venta","departamento",2015-08-20
"Gallo 800","Almagro",42,"dolares",84000,"venta","departamento",2015-08-20
"Quintana 4600","Saavedra",56,"dolares",86320,"venta","departamento",2015-08-20
"Fitz Roy 2300","Palermo Hollywood - Palermo",70,"dolares",185000,"venta","departamento",2015-08-20
"Libertad 1000","Recoleta",136,"dolares",395000,"venta","departamento",2015-08-20
"Humboldt 1900","Palermo Hollywood - Palermo",45,"dolares",160000,"venta","departamento",2015-08-20
"Arenales 1800","Recoleta",90,"dolares",360000,"venta","departamento",2015-08-20
"Araoz 2800","Barrio Norte",151,"dolares",375000,"venta","departamento",2015-08-20
"Avenida Pedro Goyena 500","Caballito",138,"dolares",355000,"venta","departamento",2015-08-20
"Avenida Pedro Goyena 500","Caballito",75,"dolares",190000,"venta","departamento",2015-08-20
"Scalabrini Ortiz 1300","Palermo",40,"dolares",133000,"venta","departamento",2015-08-20
"Lola Mora 400","Puerto Madero",65,"dolares",330000,"venta","departamento",2015-08-20
"Palestina 1000","Palermo",38,"dolares",89000,"venta","departamento",2015-08-20
"Lavalle 700","Centro / Microcentro",50,"dolares",150000,"venta","departamento",2015-08-20
"Jose Hernandez 2400","Belgrano",84,"dolares",168000,"venta","departamento",2015-08-20
"Cordoba 2500","Barrio Norte",107,"dolares",197000,"venta","departamento",2015-08-20
"Av. Ricardo Balbín 2500","Belgrano",37,"dolares",89000,"venta","departamento",2015-08-20
"Aranguren 1200","Caballito",30,"dolares",67000,"venta","departamento",2015-08-20
"Simbrón 3500","Villa del Parque",75,"dolares",163500,"venta","departamento",2015-08-20
"Bahía Blanca 2000","Villa del Parque",25,"dolares",53000,"venta","departamento",2015-08-20
"Avenida Pavón 1200","Constitución",25,"dolares",40500,"venta","departamento",2015-08-20
"Avenida Belgrano 1300","Monserrat",30,"dolares",70000,"venta","departamento",2015-08-20
"Tucumán 3500","Almagro",30,"dolares",71000,"venta","departamento",2015-08-20
"Pavón 1200","Constitución",30,"dolares",50500,"venta","departamento",2015-08-20
"Jose Hernandez 1900","Belgrano",104,"dolares",310000,"venta","departamento",2015-08-20
"Amenabar 2300","Belgrano",123,"dolares",395000,"venta","departamento",2015-08-20
"Av. Mosconi 2200","Villa Pueyrredón",85,"dolares",180000,"venta","departamento",2015-08-20
"Parana 1000","Recoleta",404,"dolares",645000,"venta","departamento",2015-08-20
"Paunero 2700","Palermo Chico - Palermo",39,"dolares",110000,"venta","departamento",2015-08-20
"Pinzon 100","Boca",NA,"dolares",105000,"venta","departamento",2015-08-20
"Bulnes 2500","Palermo",31,"dolares",120000,"venta","departamento",2015-08-20
"Pichincha 400","Balvanera",49,"dolares",78000,"venta","departamento",2015-08-20
"Carlos Pellegrini 1300","Retiro",256,"dolares",850000,"venta","departamento",2015-08-20
"Senillosa 900","Caballito",50,"dolares",110000,"venta","departamento",2015-08-20
"Coronel Niceto Vega 5200","Palermo Soho - Palermo",35,"dolares",85000,"venta","departamento",2015-08-20
"Av. Santa Fe 1500","Barrio Norte",196,"dolares",370000,"venta","departamento",2015-08-20
"Av Cabildo 100","Palermo",127,"dolares",290000,"venta","departamento",2015-08-20
"Palpa 3200","Colegiales",68,"dolares",142000,"venta","departamento",2015-08-20
"Av Del Libertador 2300","Palermo Chico - Palermo",367,"dolares",1300000,"venta","departamento",2015-08-20
"Gascon 1700","Palermo Soho - Palermo",99,"dolares",190000,"venta","departamento",2015-08-20
"B. Matienzo 2400","Colegiales",122,"dolares",260000,"venta","departamento",2015-08-20
"Miralla 1300","Villa Luro",75,"dolares",160000,"venta","departamento",2015-08-20
"Salta 700","San Cristobal",64,"dolares",110000,"venta","departamento",2015-08-20
"Avenida La Plata 300","Caballito",49,"dolares",96000,"venta","departamento",2015-08-20
"Coronel Esteban Bonorino 600","Flores",75,"dolares",109000,"venta","departamento",2015-08-20
"Jerónimo Salguero 3000","Palermo",75,"dolares",210000,"venta","departamento",2015-08-20
"Junin 1400","Barrio Norte",80,"dolares",220000,"venta","departamento",2015-08-20
"Santo Domingo 3800","Pompeya",64,"dolares",65000,"venta","departamento",2015-08-20
"Avenida La Plata 2400","Pompeya",52,"dolares",100000,"venta","departamento",2015-08-20
"Pepiri 1500","Pompeya",81,"dolares",78000,"venta","departamento",2015-08-20
"Mariano Acha 1900","Villa Urquiza",NA,"dolares",143000,"venta","departamento",2015-08-20
"Aguilar 2800","Belgrano",173,"dolares",360023,"venta","departamento",2015-08-20
"Cramer 2500","Belgrano",76,"dolares",162000,"venta","departamento",2015-08-20
